Age,Gender,Weight (kg),Height (m),BMI,BMI_Category,Experience_Level,Session_Duration (hours),Calories_Burned,Name of Exercise,Difficulty Level,Reps,Burns Calories (per 30 min),target_muscles,focus_area,strength,cardio,hiit,yoga,calories_norm,difficulty_norm,weight_gain_score,weight_loss_score
45.07,1,59.37,1.51,26.04,2,15,1.15,1244.07,Dead Bugs,1,24.98,332.5,"['transverse_abs', 'core']",core,1,0,0,1,0.805463314,0.5,0.520819497,0.325
42.87,0,95.37,1.77,30.44,3,1,1.08,1070.17,Bird Dogs,0,21.94,369.19,"['core', 'lower_back']",core,0,0,0,1,0.950506009,0,0.192575901,0.05
31.02,1,75.75,1.93,20.34,1,0,0.6,395.28,Seated Rows,2,17,366.47,"['mid_back', 'lats']",upperbody,1,0,0,0,0.939753321,1,0.490962998,0.35
37.78,1,72.16,1.77,23.03,1,0,1.12,1108.8,Push Ups,1,14.96,335.38,"['chest', 'shoulders', 'triceps']",upperbody,1,0,0,0,0.816848514,0.5,0.472527277,0.275
26.15,1,71.17,1.66,25.83,2,0,0.81,801.9,Burpees,1,22.05,336.19,['full_body'],fullbody,0,1,1,0,0.820050601,0.5,0.57300759,0.675
53.08,0,73.63,1.55,30.65,3,9,1.17,839.59,Push-ups,1,14.97,365.83,"['chest', 'shoulders', 'triceps']",upperbody,1,0,0,0,0.937223276,0.5,0.490583491,0.275
21.14,1,59.83,1.7,20.7,1,27,1.96,2039.97,Plank,1,25.05,368.4,"['core', 'shoulders', 'glutes']",core,1,0,0,1,0.947382985,0.5,0.542107448,0.325
58.13,0,46.53,1.67,16.68,0,14,1.27,1677.8,Decline Push-ups,0,14.95,363.28,"['lower_chest', 'triceps']",upperbody,1,0,0,0,0.927142631,0,0.489071395,0.2
36.96,0,71.24,1.64,26.49,2,14,1.11,1066.49,Rows,2,14.99,367.33,"['lats', 'rhomboids']",upperbody,1,0,0,0,0.943153068,1,0.49147296,0.35
39.02,0,102.09,1.94,27.13,2,0,0.89,1074.94,Bicycle Crunches,2,22,368.94,"['abs', 'obliques']",core,1,0,0,0,0.94951771,1,0.492427657,0.35
57.09,1,62.04,1.52,26.85,2,0,0.92,809.6,Tricep Extensions,2,19.03,365.85,['triceps'],upperbody,1,0,0,0,0.93730234,1,0.490595351,0.35
31.74,0,77.62,1.92,21.06,1,13,1.39,1000.8,Inverted Rows,1,22.02,343.46,"['upper_back', 'biceps']",upperbody,1,0,0,0,0.848790323,0.5,0.477318548,0.275
28.88,1,120.56,1.87,34.48,3,13,1.31,1257.6,Glute Bridges,0,22.97,362.34,"['glutes', 'hamstrings']",lowerbody,1,0,0,0,0.923426629,0,0.488513994,0.2
46.91,0,56.41,1.77,18.01,0,13,1.2,1152,Flutter Kicks,1,17.12,327.94,"['lower_abs', 'hip_flexors']",core,1,0,1,0,0.787436749,0.5,0.718115512,0.625
51.19,0,57.24,1.77,18.27,0,14,1.09,1440,Jumping Jacks,1,20.04,345.78,['full_body'],fullbody,0,1,1,0,0.857961733,0.5,0.57869426,0.675
51.08,1,48.49,1.77,15.48,0,0,1.47,1775.47,Superman,1,16.08,335.04,"['lower_back', 'glutes']",core,0,0,0,1,0.815504428,0.5,0.172325664,0.125
42.07,1,88.18,1.93,23.67,1,27,1.68,2404.25,Zottman Curls,0,15.97,342,"['biceps', 'forearms']",upperbody,1,0,0,0,0.843018659,0,0.476452799,0.2
49.2,1,83.73,1.87,23.94,1,14,1.28,1691.01,Rows,2,22.01,368.14,"['lats', 'rhomboids']",upperbody,1,0,0,0,0.946355155,1,0.491953273,0.35
49.4,1,50.89,1.5,22.62,1,0,1.32,871.2,Leg Raises,0,14.96,349.91,"['lower_abs', 'hip_flexors']",core,1,0,0,0,0.874288425,0,0.481143264,0.2
38.76,0,61.03,1.65,22.42,1,2,0.91,902.54,Dips,0,25,328.12,"['chest', 'triceps']",upperbody,1,0,0,0,0.788148324,0,0.468222249,0.2
32.97,1,45.35,1.5,20.16,1,0,0.92,1112.19,Prone Cobras,0,20.9,337.48,['upper_back'],upperbody,0,0,0,1,0.825150221,0,0.173772533,0.05
42.98,1,64.74,1.67,23.21,1,28,1.88,2692.54,Renegade Rows,0,16.92,341.8,"['lats', 'core']",fullbody,1,0,0,0,0.84222802,0,0.476334203,0.2
28.01,1,51.7,1.61,19.95,1,14,1.32,1268.26,Deadlift,0,19,366.46,"['glutes', 'hamstrings', 'back']",fullbody,1,0,0,0,0.939713789,0,0.490957068,0.2
31.03,1,66.25,1.67,23.75,1,13,1.03,741.6,Reverse Lunges,1,15.88,329.7,"['glutes', 'hamstrings']",lowerbody,1,0,0,0,0.794394371,0.5,0.469159156,0.275
46.07,1,83.87,2,20.97,1,26,1.84,2152.8,Decline Push-ups,0,15.95,362.18,"['lower_chest', 'triceps']",upperbody,1,0,0,0,0.922794118,0,0.488419118,0.2
35.62,0,49.19,1.68,17.43,0,0,1.22,1205.6,Burpees,2,22.04,332.79,['full_body'],fullbody,0,1,1,0,0.806609741,1,0.570991461,0.75
22.8,0,40.41,1.76,13.05,0,1,0.81,980.99,Dragon Flags,0,18.96,326.8,"['core', 'hip_flexors']",core,1,0,0,0,0.782930108,0,0.467439516,0.2
27.06,0,69.24,1.76,22.35,1,2,0.94,828.7,Lat Pulldowns,2,19.05,330.19,"['lats', 'biceps']",upperbody,1,0,0,0,0.796331436,1,0.469449715,0.35
58.22,0,82.19,1.87,23.5,1,24,1.58,1640.67,Pistol Squats,1,21.03,336.82,"['quads', 'glutes', 'core']",lowerbody,1,0,0,0,0.822541113,0.5,0.473381167,0.275
57.19,1,64.75,1.56,26.61,2,23,1.52,1577.15,Plyo Squats,2,15.1,363.32,"['quads', 'glutes']",lowerbody,0,0,1,0,0.927300759,1,0.389095114,0.5
50.09,1,51.26,1.69,17.95,0,1,1.3,1574.43,Dragon Flags,1,20.95,355.65,"['core', 'hip_flexors']",core,1,0,0,0,0.89697976,0.5,0.484546964,0.275
40.15,1,69.59,1.55,28.97,2,0,0.84,1014.55,Wall Angels,1,24.02,354.13,"['upper_back', 'shoulders']",upperbody,0,0,0,1,0.890970904,0.5,0.183645636,0.125
22.15,0,106.8,1.82,32.24,3,14,1,960.8,Bird Dogs,1,15.95,372.6,"['core', 'lower_back']",core,0,0,0,1,0.963986401,0.5,0.19459796,0.125
52.91,1,52.74,1.57,21.4,1,16,1.34,1450.82,Flutter Kicks,1,18,330.38,"['lower_abs', 'hip_flexors']",core,1,0,1,0,0.797082543,0.5,0.719562381,0.625
26.09,0,76.67,1.79,23.93,1,11,1.17,841,Renegade Rows,0,19.8,338.82,"['lats', 'core']",fullbody,1,0,0,0,0.830447502,0,0.474567125,0.2
41.72,0,63.59,1.98,16.22,0,0,1.36,1641.11,Lunges,1,16.99,350.04,"['quads', 'glutes', 'hamstrings']",lowerbody,1,0,0,0,0.87480234,0.5,0.481220351,0.275
18,1,67.41,1.75,22.01,2,0,0.93,817.66,Superman,2,14.99,366.67,"['lower_back', 'glutes']",core,0,0,0,1,0.94054396,1,0.191081594,0.2
51.93,1,68.15,1.63,25.65,2,0,1.17,770.8,Reverse Lunges,2,15.08,339.71,"['glutes', 'hamstrings']",lowerbody,1,0,0,0,0.833965844,1,0.475094877,0.35
40.09,0,94.43,1.62,35.98,3,12,1.13,812.92,Pull-ups,0,21.98,345.37,"['lats', 'biceps']",upperbody,1,0,0,0,0.856340923,0,0.478451139,0.2
35.76,1,112.73,1.63,42.43,3,15,1.02,1103.44,Lateral Raises,2,19.95,349.95,['lateral_delts'],upperbody,1,0,0,0,0.874446553,1,0.481166983,0.35
51.26,0,114.84,1.67,41.18,3,14,1.38,1325.9,Turkish Get-ups,1,15.91,356.47,"['full_body', 'core']",fullbody,1,0,0,1,0.900221379,0.5,0.535033207,0.325
29.36,0,126.37,2,31.59,3,13,1.36,1305.6,Bear Crawls,1,17.11,348.04,"['shoulders', 'core', 'legs']",fullbody,0,0,1,0,0.866895952,0.5,0.380034393,0.425
53.12,1,78.51,1.65,28.84,2,0,1.23,1217.7,Squats,1,16.05,342.31,"['quads', 'glutes', 'hamstrings']",lowerbody,1,0,0,0,0.844244149,0.5,0.476636622,0.275
43.88,1,42.95,1.78,13.56,0,12,1.49,1071.91,Shoulder Press,0,21.08,347.63,"['deltoids', 'triceps']",upperbody,1,0,0,0,0.865275142,0,0.479791271,0.2
51.96,1,79.55,1.51,34.89,3,3,0.75,744.52,Tricep Dips,1,19.07,340.97,['triceps'],upperbody,1,0,0,0,0.838946869,0.5,0.47584203,0.275
42.98,0,82.84,1.95,21.79,1,25,1.89,1473.07,Leg Raises,1,20.99,338.57,"['lower_abs', 'hip_flexors']",core,1,0,0,0,0.829459203,0.5,0.47441888,0.275
56.85,0,54.8,1.99,13.84,0,14,1.14,1506.05,Jumping Jacks,2,15.97,330.87,['full_body'],fullbody,0,1,1,0,0.799019608,1,0.569852941,0.75
52.99,1,115.92,1.92,31.45,3,14,1.37,1809.91,Plank,2,24.03,373.54,"['core', 'shoulders', 'glutes']",core,1,0,0,1,0.967702404,1,0.545155361,0.4
43.72,0,102.34,1.63,38.52,3,12,1.36,978.38,Burpees,0,22.96,367.91,['full_body'],fullbody,0,1,1,0,0.94544592,0,0.591816888,0.6
26.95,0,61.32,1.8,18.93,1,1,1.48,977.69,Zottman Curls,0,20.99,369.21,"['biceps', 'forearms']",upperbody,1,0,0,0,0.950585073,0,0.492587761,0.2
41.33,0,65.05,1.57,26.39,2,11,1.04,1370.51,Tricep Extensions,2,24.01,334.13,['triceps'],upperbody,1,0,0,0,0.811907021,1,0.471786053,0.35
19.99,0,100.8,1.91,27.63,2,10,1.37,1803.88,Jumping Jacks,2,21.95,341.83,['full_body'],fullbody,0,1,1,0,0.842346616,1,0.576351992,0.75
18.24,1,82.39,1.84,24.34,2,25,1.73,2022.54,Renegade Rows,1,20.97,344.14,"['lats', 'core']",fullbody,1,0,0,0,0.851478495,0.5,0.477721774,0.275
28.71,1,82.27,1.99,20.77,1,2,1.45,958.74,Leg Raises,0,18.98,358.56,"['lower_abs', 'hip_flexors']",core,1,0,0,0,0.908483555,0,0.486272533,0.2
23.06,1,67.73,1.61,26.13,2,3,1.35,1191.24,Bear Crawls,2,22.01,337.78,"['shoulders', 'core', 'legs']",fullbody,0,0,1,0,0.82633618,1,0.373950427,0.5
52.94,1,47.31,1.76,15.27,0,15,1.06,1146.71,Push-ups,0,17.05,344.86,"['chest', 'shoulders', 'triceps']",upperbody,1,0,0,0,0.854324794,0,0.478148719,0.2
53.27,0,56.02,1.58,22.44,1,15,1.49,1074.59,Incline Push-ups,1,24.01,336.71,"['upper_chest', 'shoulders']",upperbody,1,0,0,0,0.822106262,0.5,0.473315939,0.275
51.07,0,45.32,1.63,17.06,0,13,1.07,770.4,Resistance Band Pull-Aparts,1,17.99,340.91,"['rear_delts', 'rhomboids']",upperbody,1,0,0,1,0.838709677,0.5,0.525806452,0.325
18,0,58.6,1.61,22.61,2,25,1.9,2714.91,Glute Bridges,1,25.08,334.85,"['glutes', 'hamstrings']",lowerbody,1,0,0,0,0.814753321,0.5,0.472212998,0.275
58.26,1,103.17,1.66,37.44,3,0,1.32,1160.54,Thrusters,1,21.89,344.14,"['legs', 'shoulders', 'core']",fullbody,1,0,1,0,0.851478495,0.5,0.727721774,0.625
52.49,1,84.23,1.76,27.19,2,25,1.67,1952.4,Pull-ups,2,23.05,352.47,"['lats', 'biceps']",upperbody,1,0,0,0,0.884408602,1,0.48266129,0.35
19.01,0,60.58,1.59,23.96,1,2,1.15,1013.84,Incline Push-ups,1,7.93,249.53,"['upper_chest', 'shoulders']",upperbody,1,0,0,0,0.477466793,0.5,0.421620019,0.275
50.06,0,50.62,1.98,12.91,0,1,0.91,601.15,Calf Raises,1,20.06,335.94,['calves'],lowerbody,1,0,0,0,0.819062302,0.5,0.472859345,0.275
29.43,0,126.01,2,31.5,3,13,1.36,1795.2,Bicep Curls,2,16.92,347.95,['biceps'],upperbody,1,0,0,0,0.866540164,1,0.479981025,0.35
22.69,0,120.87,1.85,35.32,3,0,0.71,859.1,Calf Raises,0,18.96,377.43,['calves'],lowerbody,1,0,0,0,0.983080329,0,0.497462049,0.2
25.27,0,119.77,1.83,35.76,3,11,1.04,1370.51,Seated Rows,0,20.09,345.01,"['mid_back', 'lats']",upperbody,1,0,0,0,0.854917774,0,0.478237666,0.2
43.15,1,109.93,1.76,35.49,3,0,1.09,959.2,Inverted Rows,1,21.02,373.62,"['upper_back', 'biceps']",upperbody,1,0,0,0,0.968018659,0.5,0.495202799,0.275
51.08,0,49.01,1.61,18.91,1,1,1.35,1634.98,Frog Jumps,1,16.06,352.57,"['glutes', 'quads']",lowerbody,0,1,1,0,0.884803922,0.5,0.582720588,0.675
47.13,0,68.47,1.76,22.1,1,15,1.37,988.04,Plank,0,22.95,332.64,"['core', 'shoulders', 'glutes']",core,1,0,0,1,0.806016762,0,0.520902514,0.25
36.3,1,57.4,1.77,18.32,0,26,1.66,2373.8,Superman,2,21.02,357.58,"['lower_back', 'glutes']",core,0,0,0,1,0.904609424,1,0.185691414,0.2
21.89,1,102.22,1.85,29.87,2,12,1.47,1057.52,Bench Press,0,20.08,365.63,"['chest', 'shoulders', 'triceps']",upperbody,1,0,0,0,0.936432638,0,0.490464896,0.2
53.61,0,74.87,1.72,25.31,2,0,0.97,852.05,Plyo Squats,2,16.96,362.27,"['quads', 'glutes']",lowerbody,0,0,1,0,0.923149905,1,0.388472486,0.5
45.55,0,66.09,1.73,22.08,1,0,1.11,1098.9,Deadlifts,0,23.06,355.65,"['glutes', 'hamstrings', 'back']",fullbody,1,0,0,0,0.89697976,0,0.484546964,0.2
50.36,0,69.3,1.96,18.04,0,1,0.96,634.18,Bicep Curls,0,20.14,336.55,['biceps'],upperbody,1,0,0,0,0.821473751,0,0.473221063,0.2
53.07,1,60.49,1.63,22.77,1,0,0.53,524.22,Tricep Extensions,2,16.95,363.27,['triceps'],upperbody,1,0,0,0,0.927103099,1,0.489065465,0.35
34.05,0,113.02,1.85,33.02,3,15,1.18,1276.52,Windshield Wipers,0,15.03,350.43,"['obliques', 'abs']",core,1,0,0,0,0.876344086,0,0.481451613,0.2
39.92,1,58.1,1.69,20.34,1,13,1.18,1557.6,Bicycle Crunches,0,19.99,349.36,"['abs', 'obliques']",core,1,0,0,0,0.872114168,0,0.480817125,0.2
36.85,0,48.71,1.67,17.47,0,0,1.38,1213.3,Dips,0,25.12,350.57,"['chest', 'triceps']",upperbody,1,0,0,0,0.876897533,0,0.48153463,0.2
40.95,1,81.94,1.79,25.57,2,26,1.69,1757.6,Prone Cobras,1,15.03,348.97,['upper_back'],upperbody,0,0,0,1,0.870572423,0.5,0.180585863,0.125
30.89,0,47.8,1.65,17.56,0,0,1.1,1329.79,Pistol Squats,0,14.89,334.82,"['quads', 'glutes', 'core']",lowerbody,1,0,0,0,0.814634725,0,0.472195209,0.2
18,1,67.27,1.6,26.28,3,0,0.61,402.23,Windshield Wipers,1,16.87,348.94,"['obliques', 'abs']",core,1,0,0,0,0.870453827,0.5,0.480568074,0.275
54.75,1,84.48,1.79,26.37,2,12,1.19,856.09,Bench Press,2,15.86,367.87,"['chest', 'shoulders', 'triceps']",upperbody,1,0,0,0,0.945287793,1,0.491793169,0.35
24.1,0,60.2,1.79,18.79,1,25,1.97,2814.93,Step-ups,1,19.98,346.4,"['glutes', 'quads']",lowerbody,1,0,0,0,0.860412713,0.5,0.479061907,0.275
28.14,0,62.47,1.6,24.4,1,14,1.1,1188.99,Dragon Flags,0,17.06,354.42,"['core', 'hip_flexors']",core,1,0,0,0,0.892117331,0,0.4838176,0.2
29.87,1,59.15,1.63,22.26,1,26,1.83,2616.9,Leg Press,1,15.99,353.37,"['quads', 'glutes']",lowerbody,1,0,0,0,0.887966477,0.5,0.483194972,0.275
18,0,67.59,1.8,20.86,2,15,1.1,1057.76,Leg Press,0,17.94,336.96,"['quads', 'glutes']",lowerbody,1,0,0,0,0.82309456,0,0.473464184,0.2
36.94,1,76.61,1.77,24.45,1,13,1.36,1795.2,Tricep Dips,2,17.06,355.86,['triceps'],upperbody,1,0,0,0,0.89780993,1,0.48467149,0.35
21.97,0,88.32,1.62,33.65,3,27,1.88,1956.7,Renegade Rows,0,24.03,350.93,"['lats', 'core']",fullbody,1,0,0,0,0.878320683,0,0.481748102,0.2
32.1,0,67.75,1.66,24.59,1,14,1.11,799.87,Tricep Dips,2,9.99,275.07,['triceps'],upperbody,1,0,0,0,0.578431373,1,0.436764706,0.35
51.91,1,68.52,1.63,25.79,2,0,1.18,1038.4,Inverted Rows,0,14.97,339.37,"['upper_back', 'biceps']",upperbody,1,0,0,0,0.832621758,0,0.474893264,0.2
19.6,1,99.29,1.7,34.36,3,0,0.82,540.71,Lateral Raises,0,23.96,344.34,['lateral_delts'],upperbody,1,0,0,0,0.852269133,0,0.47784037,0.2
46.07,0,55.03,1.72,18.6,1,13,1.43,1372.8,Kettlebell Swings,2,21.07,349.89,"['glutes', 'hamstrings', 'core']",fullbody,1,0,1,0,0.874209361,1,0.731131404,0.7
18,1,126.41,1.67,45.33,3,11,1.46,1574.17,Glute Bridges,2,23.92,365.63,"['glutes', 'hamstrings']",lowerbody,1,0,0,0,0.936432638,1,0.490464896,0.35
41.01,0,67.62,1.77,21.58,1,10,1.22,876.2,Plank,2,17.97,363.58,"['core', 'shoulders', 'glutes']",core,1,0,0,1,0.92832859,1,0.539249288,0.4
35.91,1,95.97,1.87,27.44,2,0,1.38,1669.8,Seated Rows,2,16.15,343.86,"['mid_back', 'lats']",upperbody,1,0,0,0,0.8503716,1,0.47755574,0.35
50.06,0,45.61,1.67,16.35,0,13,1.37,1479.6,Step-ups,0,18.95,354.17,"['glutes', 'quads']",lowerbody,1,0,0,0,0.891129032,0,0.483669355,0.2
50.28,0,56.8,1.91,15.57,0,12,1.09,1437.6,Bulgarian Split Squats,2,14.94,360.81,"['quads', 'glutes']",lowerbody,1,0,0,0,0.917378242,1,0.487606736,0.35
42.12,0,53.72,1.72,18.16,0,0,1.38,910.8,Bear Crawls,2,22.05,334.51,"['shoulders', 'core', 'legs']",fullbody,0,0,1,0,0.813409235,1,0.372011385,0.5
33.93,1,52.35,1.78,16.52,0,12,1.37,985.58,Resistance Band Pull-Aparts,1,21.03,358.45,"['rear_delts', 'rhomboids']",upperbody,1,0,0,1,0.908048703,0.5,0.536207306,0.325
31.79,0,70.5,1.62,26.86,2,1,1.23,1489.65,Dips,2,16.06,364.52,"['chest', 'triceps']",upperbody,1,0,0,0,0.932044592,1,0.489806689,0.35
42.91,0,66.22,1.83,19.77,1,13,1.1,1056,Windshield Wipers,0,20.94,339.94,"['obliques', 'abs']",core,1,0,0,0,0.834875079,0,0.475231262,0.2
23.03,0,83.6,1.99,21.11,1,25,1.8,2104.38,Deadlift,0,21.07,347.36,"['glutes', 'hamstrings', 'back']",fullbody,1,0,0,0,0.86420778,0,0.479631167,0.2
33.07,0,56.25,1.54,23.72,1,0,1.05,1036.66,Decline Push-ups,0,17.99,329.26,"['lower_chest', 'triceps']",upperbody,1,0,0,0,0.792654965,0,0.468898245,0.2
19.89,1,65.44,1.52,28.32,2,14,1.03,1113.33,Flutter Kicks,1,10.1,220.55,"['lower_abs', 'hip_flexors']",core,1,0,1,0,0.362903226,0.5,0.654435484,0.625
18.96,1,48.99,1.69,17.15,1,0,1.05,1269.34,Bulgarian Split Squats,2,24.06,358.24,"['quads', 'glutes']",lowerbody,1,0,0,0,0.907218533,1,0.48608278,0.35
41.29,0,74.47,1.61,28.73,2,11,1.05,1383.69,Zottman Curls,1,21.92,364.47,"['biceps', 'forearms']",upperbody,1,0,0,0,0.931846932,0.5,0.48977704,0.275
41.22,1,54.76,1.55,22.79,1,13,1.45,1044,Zottman Curls,2,16.98,337.2,"['biceps', 'forearms']",upperbody,1,0,0,0,0.824043327,1,0.473606499,0.35
49.88,1,97.07,1.72,32.81,3,14,1.46,1578.11,Plyo Squats,1,20.02,354.47,"['quads', 'glutes']",lowerbody,0,0,1,0,0.892314991,0.5,0.383847249,0.425
20.89,0,72.73,1.68,25.77,2,13,1.2,1584,Dragon Flags,0,24.05,355.46,"['core', 'hip_flexors']",core,1,0,0,0,0.896228653,0,0.484434298,0.2
47.11,1,39.52,1.76,12.76,0,0,0.79,521.4,Mountain Climbers,0,18.09,333.56,"['core', 'shoulders', 'legs']",fullbody,0,1,1,0,0.8096537,0,0.571448055,0.6
49.89,1,70,1.55,29.14,2,0,0.73,481.8,Pistol Squats,1,23.98,339.81,"['quads', 'glutes', 'core']",lowerbody,1,0,0,0,0.834361164,0.5,0.475154175,0.275
23.16,1,109.02,1.92,29.57,2,0,0.89,1075.92,Decline Push-ups,2,20.13,354.02,"['lower_chest', 'triceps']",upperbody,1,0,0,0,0.890536053,1,0.483580408,0.35
54.72,1,69.71,1.81,21.28,1,15,1.2,1586.64,Dead Bugs,2,20.91,335.44,"['transverse_abs', 'core']",core,1,0,0,1,0.817085705,1,0.522562856,0.4
19.9,0,100.94,1.91,27.67,2,12,1.36,1304.51,Flutter Kicks,0,22.07,342.56,"['lower_abs', 'hip_flexors']",core,1,0,1,0,0.845232448,0,0.726784867,0.55
52,0,60.26,1.68,21.35,1,23,1.6,1660.16,Leg Raises,2,23.95,366.81,"['lower_abs', 'hip_flexors']",core,1,0,0,0,0.941097407,1,0.491164611,0.35
31.98,0,68.7,1.92,18.64,1,0,1.41,928.06,Dragon Flags,2,15.09,369.66,"['core', 'hip_flexors']",core,1,0,0,0,0.95236401,1,0.492854602,0.35
38.56,0,61.38,1.64,22.82,1,1,0.96,951.26,Step-ups,2,19.92,338.96,"['glutes', 'quads']",lowerbody,1,0,0,0,0.831000949,1,0.474650142,0.35
38.14,0,123.42,1.62,47.03,3,14,1.33,1277.86,Pistol Squats,1,25.01,381.1,"['quads', 'glutes', 'core']",lowerbody,1,0,0,0,0.997588552,0.5,0.499638283,0.275
25.25,1,47.12,1.72,15.93,0,2,0.88,581.86,Deadlift,2,18,341.99,"['glutes', 'hamstrings', 'back']",fullbody,1,0,0,0,0.842979127,1,0.476446869,0.35
23.03,1,78.34,1.73,26.18,2,14,1.46,1052.08,Push-ups,1,24.95,336.69,"['chest', 'shoulders', 'triceps']",upperbody,1,0,0,0,0.822027198,0.5,0.47330408,0.275
27.25,1,88.35,1.98,22.54,1,24,1.8,2102.76,Pull-ups,0,23.89,337.05,"['lats', 'biceps']",upperbody,1,0,0,0,0.823450348,0,0.473517552,0.2
22.39,1,50.89,1.59,20.13,1,9,1.27,1367.03,Seated Rows,1,22.06,330.9,"['mid_back', 'lats']",upperbody,1,0,0,0,0.799138204,0.5,0.469870731,0.275
25.07,1,77.56,1.55,32.28,3,0,0.56,676.98,Russian Twists,0,23.1,351.24,"['obliques', 'abs']",core,1,0,0,0,0.879546173,0,0.481931926,0.2
46.71,1,86.45,1.64,32.14,3,25,2,2857.8,Push-ups,0,14.85,345.35,"['chest', 'shoulders', 'triceps']",upperbody,1,0,0,0,0.85626186,0,0.478439279,0.2
57.22,0,51.3,1.63,19.31,1,14,1.21,871.93,Tricep Dips,0,18.14,341.12,['triceps'],upperbody,1,0,0,0,0.839539848,0,0.475930977,0.2
37.75,1,123.1,1.62,46.91,3,11,1.34,1444.79,Reverse Lunges,2,24.91,381.23,"['glutes', 'hamstrings']",lowerbody,1,0,0,0,0.998102467,1,0.49971537,0.35
24.87,1,57.54,1.58,23.05,1,15,1.37,1317.39,Burpees,0,15.04,367.32,['full_body'],fullbody,0,1,1,0,0.943113536,0,0.59146703,0.6
50.34,1,95.86,1.61,36.98,3,15,1.16,836.59,Box Jumps,0,23.99,341.93,"['glutes', 'quads']",lowerbody,0,0,1,0,0.842741935,0,0.37641129,0.35
32.45,0,85.96,1.6,33.58,3,27,1.99,2847.89,Dips,2,22.1,342.46,"['chest', 'triceps']",upperbody,1,0,0,0,0.844837128,1,0.476725569,0.35
36.61,0,70.1,1.65,25.75,2,1,1.24,1228.72,Bulgarian Split Squats,0,15.05,341.91,"['quads', 'glutes']",lowerbody,1,0,0,0,0.842662872,0,0.476399431,0.2
56.58,0,95.85,1.74,31.66,3,15,1.2,865.44,Bicep Curls,2,16.03,337.41,['biceps'],upperbody,1,0,0,0,0.824873498,1,0.473731025,0.35
35.04,1,126.64,1.62,48.25,3,14,1.02,1102.52,Squats,2,15.04,363.11,"['quads', 'glutes', 'hamstrings']",lowerbody,1,0,0,0,0.926470588,1,0.488970588,0.35
43.06,1,66.04,1.77,21.08,1,14,1.48,1066.49,Lat Pulldowns,1,19.16,339.13,"['lats', 'biceps']",upperbody,1,0,0,0,0.831672992,0.5,0.474750949,0.275
39.2,0,57.29,1.93,15.38,0,14,1.36,1306.69,Incline Push-ups,1,22.92,332.26,"['upper_chest', 'shoulders']",upperbody,1,0,0,0,0.804514548,0.5,0.470677182,0.275
21.83,1,98.75,1.88,27.94,2,0,0.52,628.06,Leg Press,1,17.02,361.32,"['quads', 'glutes']",lowerbody,1,0,0,0,0.919394371,0.5,0.487909156,0.275
46.77,1,65.62,1.71,22.44,1,1,1.41,1707.65,Box Jumps,2,21.97,347.9,"['glutes', 'quads']",lowerbody,0,0,1,0,0.866342505,1,0.379951376,0.5
26.31,1,73.27,1.67,26.27,2,0,1.37,904.2,Deadlift,1,15.08,350.08,"['glutes', 'hamstrings', 'back']",fullbody,1,0,0,0,0.874960468,0.5,0.48124407,0.275
50.78,0,45.09,1.63,16.97,0,13,1.08,1036.8,Mountain Climbers,2,18,341.97,"['core', 'shoulders', 'legs']",fullbody,0,1,1,0,0.842900063,1,0.576435009,0.75
40.98,1,76.67,1.76,24.75,1,13,1.27,1219.2,Thrusters,2,24.06,371.26,"['legs', 'shoulders', 'core']",fullbody,1,0,1,0,0.958689121,1,0.743803368,0.7
36.3,1,112.27,1.63,42.26,3,14,1.02,1347.52,Box Jumps,2,19.95,350.31,"['glutes', 'quads']",lowerbody,0,0,1,0,0.875869703,1,0.381380455,0.5
52.14,0,74.1,1.63,27.89,2,14,1.25,1201,Tricep Dips,1,14.89,330.02,['triceps'],upperbody,1,0,0,0,0.795659393,0.5,0.469348909,0.275
56.62,0,96.55,1.74,31.89,3,12,1.21,1160.63,Tricep Extensions,0,15.91,339.59,['triceps'],upperbody,1,0,0,0,0.833491461,0,0.475023719,0.2
45.28,0,64.76,1.78,20.44,1,0,1.47,1777.08,Deadlift,2,17.92,345.33,"['glutes', 'hamstrings', 'back']",fullbody,1,0,0,0,0.856182796,1,0.478427419,0.35
50.1,1,45.78,1.67,16.42,0,13,1.37,986.4,Incline Push-ups,1,19.09,352.75,"['upper_chest', 'shoulders']",upperbody,1,0,0,0,0.885515497,0.5,0.482827324,0.275
30.95,0,48.94,1.62,18.65,1,0,0.56,491.9,Rows,2,20.98,352.51,"['lats', 'rhomboids']",upperbody,1,0,0,0,0.88456673,1,0.482685009,0.35
32.85,1,59.01,1.67,21.16,1,2,0.89,882.7,Face Pulls,0,22.11,361.38,"['rear_delts', 'traps']",upperbody,1,0,0,0,0.919631562,0,0.487944734,0.2
37.17,1,73.17,1.76,23.62,1,10,1.2,1149.12,Inverted Rows,0,18.02,333.14,"['upper_back', 'biceps']",upperbody,1,0,0,0,0.807993359,0,0.471199004,0.2
22.88,1,44.27,1.62,16.87,0,1,0.58,702.44,Scissors Kicks,1,24.05,346.73,['lower_abs'],core,1,0,1,0,0.861717268,0.5,0.72925759,0.625
26.23,1,73.42,1.67,26.33,2,0,1.37,904.2,Deadlift,0,14.96,350.95,"['glutes', 'hamstrings', 'back']",fullbody,1,0,0,0,0.878399747,0,0.481759962,0.2
