Age,Gender,Weight (kg),Height (m),BMI,Daily meals frequency,meal_name,meal_type,diet_type,cooking_method,Carbs,Proteins,Fats,Calories,Workout_Type,Calories_Burned,cal_balance,goal_label,meal_name_raw,meal_type_raw,diet_type_raw,cooking_method_raw
42.98,1,64.74,1.67,23.21,2.01,2,0,2,0,336.43,133.35,89.22,1909,1,2692.54,-783.54,1,Baked Breakfast Low-Carb,Breakfast,Low-Carb,Baked
28.01,1,51.7,1.61,19.95,3.0,88,2,4,3,242.52,96.63,64.57,1400,0,1268.26,131.74,0,Grilled Lunch Vegan,Lunch,Vegan,Grilled
31.03,1,66.25,1.67,23.75,2.02,84,2,0,3,191.93,75.98,51.03,1820,3,741.6,1078.4,0,Grilled Lunch Balanced,Lunch,Balanced,Grilled
46.07,1,83.87,2.0,20.97,3.99,40,2,4,1,244.14,98.15,65.35,2149,2,2152.8,-3.8,1,Boiled Lunch Vegan,Lunch,Vegan,Boiled
35.62,0,49.19,1.68,17.43,1.99,90,3,0,3,275.15,109.71,72.99,1477,2,1205.6,271.4,0,Grilled Snack Balanced,Snack,Balanced,Grilled
22.8,0,40.41,1.76,13.05,2.01,4,0,4,0,296.88,118.53,79.47,1461,1,980.99,480.01,0,Baked Breakfast Vegan,Breakfast,Vegan,Baked
27.06,0,69.24,1.76,22.35,3.0,87,2,3,3,315.0,126.32,84.39,1925,0,828.7,1096.3,0,Grilled Lunch Paleo,Lunch,Paleo,Grilled
58.22,0,82.19,1.87,23.5,3.01,126,1,0,5,255.19,101.11,67.74,2205,0,1640.67,564.33,0,Roasted Dinner Balanced,Dinner,Balanced,Roasted
57.19,1,64.75,1.56,26.61,1.99,101,0,5,4,371.98,148.28,98.84,1721,0,1577.15,143.85,0,Raw Breakfast Vegetarian,Breakfast,Vegetarian,Raw
50.09,1,51.26,1.69,17.95,1.99,106,1,4,4,263.32,105.92,70.62,1271,1,1574.43,-303.43,1,Raw Dinner Vegan,Dinner,Vegan,Raw
40.15,1,69.59,1.55,28.97,4.0,54,1,0,2,281.29,112.99,75.34,1827,1,1014.55,812.45,0,Fried Dinner Balanced,Dinner,Balanced,Fried
22.15,0,106.8,1.82,32.24,2.01,22,3,4,0,206.73,83.4,55.28,2860,0,960.8,1899.2,0,Baked Snack Vegan,Snack,Vegan,Baked
52.91,1,52.74,1.57,21.4,2.98,97,0,1,4,207.1,83.29,55.4,1390,2,1450.82,-60.82,1,Raw Breakfast Keto,Breakfast,Keto,Raw
26.09,0,76.67,1.79,23.93,1.99,7,1,1,0,195.95,78.38,52.03,2190,3,841.0,1349.0,0,Baked Dinner Keto,Dinner,Keto,Baked
41.72,0,63.59,1.98,16.22,2.02,75,0,3,3,217.53,86.76,57.85,1883,1,1641.11,241.89,0,Grilled Breakfast Paleo,Breakfast,Paleo,Grilled
18.0,1,67.41,1.75,22.01,2.01,13,2,1,0,203.46,80.53,53.74,1686,0,817.66,868.34,0,Baked Lunch Keto,Lunch,Keto,Baked
51.93,1,68.15,1.63,25.65,2.02,124,0,4,5,228.7,91.67,61.17,2146,3,770.8,1375.2,0,Roasted Breakfast Vegan,Breakfast,Vegan,Roasted
40.09,0,94.43,1.62,35.98,3.99,163,3,1,6,270.14,107.89,72.16,2713,3,812.92,1900.08,0,Steamed Snack Keto,Snack,Keto,Steamed
35.76,1,112.73,1.63,42.43,3.0,4,0,4,0,200.48,79.51,52.94,3093,2,1103.44,1989.56,0,Baked Breakfast Vegan,Breakfast,Vegan,Baked
51.26,0,114.84,1.67,41.18,2.01,60,2,0,2,276.4,111.32,73.78,3074,0,1325.9,1748.1,0,Fried Lunch Balanced,Lunch,Balanced,Fried
29.36,0,126.37,2.0,31.59,2.01,142,3,4,5,192.9,76.56,51.11,3373,0,1305.6,2067.4,0,Roasted Snack Vegan,Snack,Vegan,Roasted
53.12,1,78.51,1.65,28.84,3.01,132,2,0,5,319.18,127.81,85.43,2296,2,1217.7,1078.3,0,Roasted Lunch Balanced,Lunch,Balanced,Roasted
43.88,1,42.95,1.78,13.56,3.01,92,3,2,3,208.75,83.54,55.65,1096,3,1071.91,24.09,0,Grilled Snack Low-Carb,Snack,Low-Carb,Grilled
51.96,1,79.55,1.51,34.89,1.97,157,2,1,6,179.64,71.95,48.18,2146,2,744.52,1401.48,0,Steamed Lunch Keto,Lunch,Keto,Steamed
42.98,0,82.84,1.95,21.79,4.0,138,3,0,5,278.45,111.32,73.89,2304,3,1473.07,830.93,0,Roasted Snack Balanced,Snack,Balanced,Roasted
56.85,0,54.8,1.99,13.84,1.99,3,0,3,0,188.7,76.69,51.23,1620,1,1506.05,113.95,0,Baked Breakfast Paleo,Breakfast,Paleo,Baked
52.99,1,115.92,1.92,31.45,2.0,29,0,5,1,263.73,105.99,70.31,3183,1,1809.91,1373.09,0,Boiled Breakfast Vegetarian,Breakfast,Vegetarian,Boiled
43.72,0,102.34,1.63,38.52,2.99,45,3,3,1,257.91,102.81,69.09,2849,3,978.38,1870.62,0,Boiled Snack Paleo,Snack,Paleo,Boiled
26.95,0,61.32,1.8,18.93,3.0,39,2,3,1,266.71,106.99,71.45,1617,3,977.69,639.31,0,Boiled Lunch Paleo,Lunch,Paleo,Boiled
41.33,0,65.05,1.57,26.39,2.98,124,0,4,5,290.73,116.15,77.83,1739,1,1370.51,368.49,0,Roasted Breakfast Vegan,Breakfast,Vegan,Roasted
19.99,0,100.8,1.91,27.63,2.0,47,3,5,1,262.08,104.67,70.28,2610,1,1803.88,806.12,0,Boiled Snack Vegetarian,Snack,Vegetarian,Boiled
18.24,1,82.39,1.84,24.34,4.0,96,0,0,4,267.87,107.48,71.88,2239,2,2022.54,216.46,0,Raw Breakfast Balanced,Breakfast,Balanced,Raw
28.71,1,82.27,1.99,20.77,3.01,75,0,3,3,339.68,136.2,90.5,2326,3,958.74,1367.26,0,Grilled Breakfast Paleo,Breakfast,Paleo,Grilled
23.06,1,67.73,1.61,26.13,3.01,145,0,1,6,323.65,129.43,86.34,1654,0,1191.24,462.76,0,Steamed Breakfast Keto,Breakfast,Keto,Steamed
52.94,1,47.31,1.76,15.27,3.99,8,1,2,0,295.85,119.5,79.04,1536,2,1146.71,389.29,0,Baked Dinner Low-Carb,Dinner,Low-Carb,Baked
53.27,0,56.02,1.58,22.44,3.01,137,2,5,5,258.08,103.15,68.55,1738,3,1074.59,663.41,0,Roasted Lunch Vegetarian,Lunch,Vegetarian,Roasted
51.07,0,45.32,1.63,17.06,3.99,50,0,2,2,207.53,83.6,56.04,1346,3,770.4,575.6,0,Fried Breakfast Low-Carb,Breakfast,Low-Carb,Fried
18.0,0,58.6,1.61,22.61,3.01,62,2,2,2,230.05,92.52,61.46,1537,1,2714.91,-1177.91,1,Fried Lunch Low-Carb,Lunch,Low-Carb,Fried
58.26,1,103.17,1.66,37.44,3.01,141,3,3,5,221.83,89.26,59.65,2702,0,1160.54,1541.46,0,Roasted Snack Paleo,Snack,Paleo,Roasted
52.49,1,84.23,1.76,27.19,2.0,26,0,2,1,249.73,99.87,67.0,2560,2,1952.4,607.6,0,Boiled Breakfast Low-Carb,Breakfast,Low-Carb,Boiled
19.01,0,60.58,1.59,23.96,2.02,142,3,4,5,203.77,80.89,54.08,1502,0,1013.84,488.16,0,Roasted Snack Vegan,Snack,Vegan,Roasted
50.06,0,50.62,1.98,12.91,2.01,123,0,3,5,176.06,71.06,46.87,1416,3,601.15,814.85,0,Roasted Breakfast Paleo,Breakfast,Paleo,Roasted
29.43,0,126.01,2.0,31.5,1.97,25,0,1,1,189.95,76.73,50.8,3269,1,1795.2,1473.8,0,Boiled Breakfast Keto,Breakfast,Keto,Boiled
22.69,0,120.87,1.85,35.32,1.99,119,3,5,4,278.81,112.16,74.21,3202,1,859.1,2342.9,0,Raw Snack Vegetarian,Snack,Vegetarian,Raw
25.27,0,119.77,1.83,35.76,2.98,143,3,5,5,220.85,88.02,59.28,3221,1,1370.51,1850.49,0,Roasted Snack Vegetarian,Snack,Vegetarian,Roasted
43.15,1,109.93,1.76,35.49,2.01,57,1,3,2,282.14,113.35,75.2,3094,0,959.2,2134.8,0,Fried Dinner Paleo,Dinner,Paleo,Fried
51.08,0,49.01,1.61,18.91,1.98,31,1,1,1,190.14,77.04,50.99,1415,1,1634.98,-219.98,1,Boiled Dinner Keto,Dinner,Keto,Boiled
47.13,0,68.47,1.76,22.1,3.01,129,1,3,5,325.72,130.03,87.08,1862,3,988.04,873.96,0,Roasted Dinner Paleo,Dinner,Paleo,Roasted
36.3,1,57.4,1.77,18.32,3.01,9,1,3,0,203.58,80.9,54.07,1543,1,2373.8,-830.8,1,Baked Dinner Paleo,Dinner,Paleo,Baked
21.89,1,102.22,1.85,29.87,3.99,10,1,4,0,234.27,94.13,62.65,2842,3,1057.52,1784.48,0,Baked Dinner Vegan,Dinner,Vegan,Baked
53.61,0,74.87,1.72,25.31,3.99,29,0,5,1,174.36,70.27,46.69,1927,0,852.05,1074.95,0,Boiled Breakfast Vegetarian,Breakfast,Vegetarian,Boiled
45.55,0,66.09,1.73,22.08,2.01,66,3,0,2,231.9,93.13,62.13,1732,2,1098.9,633.1,0,Fried Snack Balanced,Snack,Balanced,Fried
50.36,0,69.3,1.96,18.04,2.0,149,0,5,6,242.02,96.38,64.75,2052,3,634.18,1417.82,0,Steamed Breakfast Vegetarian,Breakfast,Vegetarian,Steamed
53.07,1,60.49,1.63,22.77,3.01,128,1,2,5,229.14,91.72,60.71,1668,2,524.22,1143.78,0,Roasted Dinner Low-Carb,Dinner,Low-Carb,Roasted
34.05,0,113.02,1.85,33.02,2.01,140,3,2,5,280.64,113.39,75.26,3100,2,1276.52,1823.48,0,Roasted Snack Low-Carb,Snack,Low-Carb,Roasted
39.92,1,58.1,1.69,20.34,2.01,147,0,3,6,227.45,91.01,60.6,1603,1,1557.6,45.4,0,Steamed Breakfast Paleo,Breakfast,Paleo,Steamed
36.85,0,48.71,1.67,17.47,3.01,131,1,5,5,288.36,116.08,77.56,1168,0,1213.3,-45.3,1,Roasted Dinner Vegetarian,Dinner,Vegetarian,Roasted
40.95,1,81.94,1.79,25.57,2.97,64,2,4,2,233.4,93.05,62.01,2250,0,1757.6,492.4,0,Fried Lunch Vegan,Lunch,Vegan,Fried
30.89,0,47.8,1.65,17.56,4.02,37,2,1,1,245.02,97.61,64.73,1285,1,1329.79,-44.79,1,Boiled Lunch Keto,Lunch,Keto,Boiled
18.0,1,67.27,1.6,26.28,2.0,123,0,3,5,249.05,100.17,66.53,1753,3,402.23,1350.77,0,Roasted Breakfast Paleo,Breakfast,Paleo,Roasted
54.75,1,84.48,1.79,26.37,3.0,64,2,4,2,254.25,101.03,67.27,2318,3,856.09,1461.91,0,Fried Lunch Vegan,Lunch,Vegan,Fried
24.1,0,60.2,1.79,18.79,2.99,147,0,3,6,225.21,90.25,58.93,1757,1,2814.93,-1057.93,1,Steamed Breakfast Paleo,Breakfast,Paleo,Steamed
28.14,0,62.47,1.6,24.4,2.01,24,0,0,1,237.85,95.34,63.6,1771,2,1188.99,582.01,0,Boiled Breakfast Balanced,Breakfast,Balanced,Boiled
29.87,1,59.15,1.63,22.26,2.98,32,1,2,1,273.13,107.97,71.81,1689,1,2616.9,-927.9,1,Boiled Dinner Low-Carb,Dinner,Low-Carb,Boiled
18.0,0,67.59,1.8,20.86,3.02,72,0,0,3,297.24,117.61,78.73,1747,0,1057.76,689.24,0,Grilled Breakfast Balanced,Breakfast,Balanced,Grilled
36.94,1,76.61,1.77,24.45,3.02,146,0,2,6,234.48,93.41,61.9,2073,1,1795.2,277.8,0,Steamed Breakfast Low-Carb,Breakfast,Low-Carb,Steamed
21.97,0,88.32,1.62,33.65,4.0,160,2,4,6,398.91,159.18,105.6,2491,0,1956.7,534.3,0,Steamed Lunch Vegan,Lunch,Vegan,Steamed
32.1,0,67.75,1.66,24.59,2.02,161,2,5,6,247.89,98.91,65.8,1948,3,799.87,1148.13,0,Steamed Lunch Vegetarian,Lunch,Vegetarian,Steamed
51.91,1,68.52,1.63,25.79,2.0,161,2,5,6,229.28,92.16,60.75,1892,0,1038.4,853.6,0,Steamed Lunch Vegetarian,Lunch,Vegetarian,Steamed
19.6,1,99.29,1.7,34.36,3.0,42,3,0,1,250.89,100.64,66.8,2509,3,540.71,1968.29,0,Boiled Snack Balanced,Snack,Balanced,Boiled
46.07,0,55.03,1.72,18.6,3.0,77,0,5,3,303.77,121.71,81.09,1424,0,1372.8,51.2,0,Grilled Breakfast Vegetarian,Breakfast,Vegetarian,Grilled
18.0,1,126.41,1.67,45.33,2.99,39,2,3,1,296.84,118.06,78.69,3453,2,1574.17,1878.83,0,Boiled Lunch Paleo,Lunch,Paleo,Boiled
41.01,0,67.62,1.77,21.58,3.99,49,0,1,2,279.56,110.84,74.28,1905,3,876.2,1028.8,0,Fried Breakfast Keto,Breakfast,Keto,Fried
35.91,1,95.97,1.87,27.44,4.0,141,3,3,5,313.49,124.59,83.42,2547,1,1669.8,877.2,0,Roasted Snack Paleo,Snack,Paleo,Roasted
50.06,0,45.61,1.67,16.35,3.0,68,3,2,2,243.36,97.68,65.61,1477,2,1479.6,-2.6,1,Fried Snack Low-Carb,Snack,Low-Carb,Fried
50.28,0,56.8,1.91,15.57,2.01,89,2,5,3,178.31,70.43,47.36,1603,1,1437.6,165.4,0,Grilled Lunch Vegetarian,Lunch,Vegetarian,Grilled
42.12,0,53.72,1.72,18.16,2.99,116,3,2,4,310.01,124.16,82.31,1519,3,910.8,608.2,0,Raw Snack Low-Carb,Snack,Low-Carb,Raw
33.93,1,52.35,1.78,16.52,1.99,111,2,3,4,211.49,84.8,56.88,1523,3,985.58,537.42,0,Raw Lunch Paleo,Lunch,Paleo,Raw
31.79,0,70.5,1.62,26.86,2.0,101,0,5,4,200.33,80.13,53.26,1923,1,1489.65,433.35,0,Raw Breakfast Vegetarian,Breakfast,Vegetarian,Raw
42.91,0,66.22,1.83,19.77,3.0,0,0,0,0,230.73,92.24,61.02,1568,0,1056.0,512.0,0,Baked Breakfast Balanced,Breakfast,Balanced,Baked
23.03,0,83.6,1.99,21.11,2.99,82,1,4,3,177.14,70.89,47.52,2375,2,2104.38,270.62,0,Grilled Dinner Vegan,Dinner,Vegan,Grilled
33.07,0,56.25,1.54,23.72,2.99,14,2,2,0,304.54,121.81,81.23,1641,2,1036.66,604.34,0,Baked Lunch Low-Carb,Lunch,Low-Carb,Baked
19.89,1,65.44,1.52,28.32,3.0,100,0,4,4,197.1,79.25,53.37,1790,2,1113.33,676.67,0,Raw Breakfast Vegan,Breakfast,Vegan,Raw
18.96,1,48.99,1.69,17.15,4.0,22,3,4,0,184.36,73.89,49.34,1413,1,1269.34,143.66,0,Baked Snack Vegan,Snack,Vegan,Baked
41.29,0,74.47,1.61,28.73,3.01,148,0,4,6,257.74,102.83,68.34,1956,1,1383.69,572.31,0,Steamed Breakfast Vegan,Breakfast,Vegan,Steamed
41.22,1,54.76,1.55,22.79,1.99,76,0,4,3,217.73,86.09,58.01,1557,3,1044.0,513.0,0,Grilled Breakfast Vegan,Breakfast,Vegan,Grilled
49.88,1,97.07,1.72,32.81,3.0,15,2,3,0,301.6,120.35,80.45,2574,2,1578.11,995.89,0,Baked Lunch Paleo,Lunch,Paleo,Baked
20.89,0,72.73,1.68,25.77,3.01,119,3,5,4,308.53,123.5,82.56,1891,1,1584.0,307.0,0,Raw Snack Vegetarian,Snack,Vegetarian,Raw
47.11,1,39.52,1.76,12.76,4.0,5,0,5,0,248.04,99.6,66.31,1062,3,521.4,540.6,0,Baked Breakfast Vegetarian,Breakfast,Vegetarian,Baked
49.89,1,70.0,1.55,29.14,4.0,15,2,3,0,294.44,117.76,78.39,1897,3,481.8,1415.2,0,Baked Lunch Paleo,Lunch,Paleo,Baked
23.16,1,109.02,1.92,29.57,2.99,144,0,0,6,192.13,77.33,51.15,2906,1,1075.92,1830.08,0,Steamed Breakfast Balanced,Breakfast,Balanced,Steamed
54.72,1,69.71,1.81,21.28,2.02,4,0,4,0,181.85,72.15,48.3,2048,1,1586.64,461.36,0,Baked Breakfast Vegan,Breakfast,Vegan,Baked
19.9,0,100.94,1.91,27.67,1.98,3,0,3,0,261.89,104.49,69.95,2849,0,1304.51,1544.49,0,Baked Breakfast Paleo,Breakfast,Paleo,Baked
52.0,0,60.26,1.68,21.35,1.99,93,3,3,3,345.81,138.43,91.05,1960,0,1660.16,299.84,0,Grilled Snack Paleo,Snack,Paleo,Grilled
31.98,0,68.7,1.92,18.64,4.0,137,2,5,5,238.46,94.77,62.4,1751,3,928.06,822.94,0,Roasted Lunch Vegetarian,Lunch,Vegetarian,Roasted
38.56,0,61.38,1.64,22.82,2.99,33,1,3,1,415.31,165.68,110.65,1707,2,951.26,755.74,0,Boiled Dinner Paleo,Dinner,Paleo,Boiled
38.14,0,123.42,1.62,47.03,2.03,91,3,1,3,232.65,92.35,62.27,3368,0,1277.86,2090.14,0,Grilled Snack Keto,Snack,Keto,Grilled
25.25,1,47.12,1.72,15.93,3.0,96,0,0,4,317.61,126.89,84.67,1524,3,581.86,942.14,0,Raw Breakfast Balanced,Breakfast,Balanced,Raw
23.03,1,78.34,1.73,26.18,3.0,144,0,0,6,227.8,90.61,60.57,2154,3,1052.08,1101.92,0,Steamed Breakfast Balanced,Breakfast,Balanced,Steamed
27.25,1,88.35,1.98,22.54,1.99,123,0,3,5,296.6,118.49,78.72,2395,2,2102.76,292.24,0,Roasted Breakfast Paleo,Breakfast,Paleo,Roasted
22.39,1,50.89,1.59,20.13,2.98,69,3,3,2,201.8,80.51,53.98,1404,2,1367.03,36.97,0,Fried Snack Paleo,Snack,Paleo,Fried
25.07,1,77.56,1.55,32.28,2.0,59,1,5,2,227.08,91.0,60.97,2129,1,676.98,1452.02,0,Fried Dinner Vegetarian,Dinner,Vegetarian,Fried
46.71,1,86.45,1.64,32.14,2.0,22,3,4,0,232.22,93.14,61.81,2257,1,2857.8,-600.8,1,Baked Snack Vegan,Snack,Vegan,Baked
57.22,0,51.3,1.63,19.31,3.99,163,3,1,6,243.92,98.2,65.17,1529,3,871.93,657.07,0,Steamed Snack Keto,Snack,Keto,Steamed
37.75,1,123.1,1.62,46.91,2.0,8,1,2,0,234.0,93.47,62.15,3267,2,1444.79,1822.21,0,Baked Dinner Low-Carb,Dinner,Low-Carb,Baked
24.87,1,57.54,1.58,23.05,2.99,122,0,2,5,222.28,88.48,58.94,1649,0,1317.39,331.61,0,Roasted Breakfast Low-Carb,Breakfast,Low-Carb,Roasted
50.34,1,95.86,1.61,36.98,2.99,153,1,3,6,222.56,88.74,59.16,2602,3,836.59,1765.41,0,Steamed Dinner Paleo,Dinner,Paleo,Steamed
32.45,0,85.96,1.6,33.58,3.0,148,0,4,6,199.79,79.75,53.35,2188,1,2847.89,-659.89,1,Steamed Breakfast Vegan,Breakfast,Vegan,Steamed
36.61,0,70.1,1.65,25.75,2.0,25,0,1,1,255.14,103.23,68.17,1798,2,1228.72,569.28,0,Boiled Breakfast Keto,Breakfast,Keto,Boiled
56.58,0,95.85,1.74,31.66,2.98,91,3,1,3,205.78,82.04,54.6,2610,3,865.44,1744.56,0,Grilled Snack Keto,Snack,Keto,Grilled
35.04,1,126.64,1.62,48.25,4.0,12,2,0,0,299.67,118.13,79.48,3470,2,1102.52,2367.48,0,Baked Lunch Balanced,Lunch,Balanced,Baked
43.06,1,66.04,1.77,21.08,2.99,4,0,4,0,307.89,123.85,82.53,1795,3,1066.49,728.51,0,Baked Breakfast Vegan,Breakfast,Vegan,Baked
39.2,0,57.29,1.93,15.38,3.0,141,3,3,5,257.45,103.93,68.74,1773,0,1306.69,466.31,0,Roasted Snack Paleo,Snack,Paleo,Roasted
21.83,1,98.75,1.88,27.94,3.98,95,3,5,3,256.62,104.21,69.54,2751,1,628.06,2122.94,0,Grilled Snack Vegetarian,Snack,Vegetarian,Grilled
46.77,1,65.62,1.71,22.44,3.0,42,3,0,1,296.01,118.18,78.25,1906,1,1707.65,198.35,0,Boiled Snack Balanced,Snack,Balanced,Boiled
26.31,1,73.27,1.67,26.27,2.0,4,0,4,0,183.93,73.73,48.74,1762,3,904.2,857.8,0,Baked Breakfast Vegan,Breakfast,Vegan,Baked
50.78,0,45.09,1.63,16.97,4.0,21,3,3,0,209.2,83.05,56.1,1507,0,1036.8,470.2,0,Baked Snack Paleo,Snack,Paleo,Baked
40.98,1,76.67,1.76,24.75,1.99,10,1,4,0,252.33,100.27,67.21,2079,0,1219.2,859.8,0,Baked Dinner Vegan,Dinner,Vegan,Baked
36.3,1,112.27,1.63,42.26,3.01,97,0,1,4,199.42,79.33,52.73,2945,1,1347.52,1597.48,0,Raw Breakfast Keto,Breakfast,Keto,Raw
52.14,0,74.1,1.63,27.89,3.0,122,0,2,5,310.13,122.65,82.68,2006,0,1201.0,805.0,0,Roasted Breakfast Low-Carb,Breakfast,Low-Carb,Roasted
56.62,0,96.55,1.74,31.89,3.0,71,3,5,2,204.32,82.18,55.06,2644,0,1160.63,1483.37,0,Fried Snack Vegetarian,Snack,Vegetarian,Fried
45.28,0,64.76,1.78,20.44,4.01,98,0,2,4,286.84,115.38,76.96,1829,1,1777.08,51.92,0,Raw Breakfast Low-Carb,Breakfast,Low-Carb,Raw
50.1,1,45.78,1.67,16.42,2.98,110,2,2,4,242.74,97.61,64.95,1173,3,986.4,186.6,0,Raw Lunch Low-Carb,Lunch,Low-Carb,Raw
30.95,0,48.94,1.62,18.65,2.0,76,0,4,3,195.65,78.26,52.25,1256,0,491.9,764.1,0,Grilled Breakfast Vegan,Breakfast,Vegan,Grilled
32.85,1,59.01,1.67,21.16,2.01,154,1,4,6,247.38,98.23,65.69,1573,2,882.7,690.3,0,Steamed Dinner Vegan,Dinner,Vegan,Steamed
37.17,1,73.17,1.76,23.62,2.0,116,3,2,4,213.59,84.77,56.08,1854,0,1149.12,704.88,0,Raw Snack Low-Carb,Snack,Low-Carb,Raw
22.88,1,44.27,1.62,16.87,3.03,103,1,1,4,258.32,103.92,69.38,1261,1,702.44,558.56,0,Raw Dinner Keto,Dinner,Keto,Raw
26.23,1,73.42,1.67,26.33,2.01,1,0,1,0,183.9,73.28,49.11,2070,3,904.2,1165.8,0,Baked Breakfast Keto,Breakfast,Keto,Baked
48.83,1,105.68,1.64,39.29,2.98,78,1,0,3,252.96,101.22,67.88,2789,2,1294.92,1494.08,0,Grilled Dinner Balanced,Dinner,Balanced,Grilled
51.25,0,60.76,1.71,20.78,3.0,75,0,3,3,204.21,81.21,54.46,1935,3,745.12,1189.88,0,Grilled Breakfast Paleo,Breakfast,Paleo,Grilled
29.28,0,59.53,1.61,22.97,1.99,49,0,1,2,218.9,87.88,58.3,1727,3,863.28,863.72,0,Fried Breakfast Keto,Breakfast,Keto,Fried
42.21,0,57.05,1.67,20.46,3.0,145,0,1,6,211.76,85.07,56.49,1475,3,745.12,729.88,0,Steamed Breakfast Keto,Breakfast,Keto,Steamed
30.68,0,53.59,1.64,19.92,3.0,57,1,3,2,255.05,101.82,67.72,1597,2,574.2,1022.8,0,Fried Dinner Paleo,Dinner,Paleo,Fried
22.11,0,78.69,1.7,27.23,2.01,31,1,1,1,193.59,77.26,51.53,2116,0,1325.9,790.1,0,Boiled Dinner Keto,Dinner,Keto,Boiled
43.7,1,88.63,1.99,22.38,3.02,38,2,2,1,321.48,129.03,86.23,2377,0,1344.0,1033.0,0,Boiled Lunch Low-Carb,Lunch,Low-Carb,Boiled
51.82,1,62.74,1.54,26.45,3.0,157,2,1,6,179.29,72.29,47.82,1864,0,1306.69,557.31,0,Steamed Lunch Keto,Lunch,Keto,Steamed
41.12,0,46.4,1.78,14.64,3.0,98,0,2,4,303.23,120.76,80.71,1369,3,830.84,538.16,0,Raw Breakfast Low-Carb,Breakfast,Low-Carb,Raw
58.15,1,43.46,1.57,17.63,2.99,46,3,4,1,197.51,79.08,52.72,1359,0,960.07,398.93,0,Boiled Snack Vegan,Snack,Vegan,Boiled
49.43,1,69.36,1.62,26.43,2.02,9,1,3,0,206.39,81.94,54.92,1773,3,814.28,958.72,0,Baked Dinner Paleo,Dinner,Paleo,Baked
19.07,0,63.82,1.63,24.02,2.0,110,2,2,4,299.2,119.31,79.76,2017,0,1955.2,61.8,0,Raw Lunch Low-Carb,Lunch,Low-Carb,Raw
32.22,1,78.97,1.62,30.09,3.0,67,3,1,2,296.52,118.69,78.81,2084,2,1256.16,827.84,0,Fried Snack Keto,Snack,Keto,Fried
41.12,0,72.21,1.83,21.56,3.01,19,3,1,0,218.55,87.22,58.51,1917,0,1083.9,833.1,0,Baked Snack Keto,Snack,Keto,Baked
22.17,1,40.33,1.56,16.57,2.99,53,0,5,2,218.96,88.47,58.89,1205,2,1550.02,-345.02,1,Fried Breakfast Vegetarian,Breakfast,Vegetarian,Fried
25.01,0,105.88,1.88,29.96,3.98,165,3,3,6,199.9,79.34,52.75,3030,2,1435.2,1594.8,0,Steamed Snack Paleo,Snack,Paleo,Steamed
29.89,1,61.88,1.52,26.78,3.0,165,3,3,6,337.43,134.92,89.84,1744,3,1389.47,354.53,0,Steamed Snack Paleo,Snack,Paleo,Steamed
52.22,1,73.91,1.63,27.82,3.02,165,3,3,6,307.67,123.43,82.04,2026,0,1210.61,815.39,0,Steamed Snack Paleo,Snack,Paleo,Steamed
31.94,0,62.76,1.62,23.91,3.0,80,1,2,3,215.56,87.31,58.19,1787,2,1937.72,-150.72,1,Grilled Dinner Low-Carb,Dinner,Low-Carb,Grilled
21.82,0,72.84,1.62,27.75,4.0,54,1,0,2,214.82,85.29,56.79,1997,3,918.23,1078.77,0,Fried Dinner Balanced,Dinner,Balanced,Fried
46.0,0,56.32,1.6,22.0,4.01,28,0,4,1,254.69,101.38,68.15,1566,3,588.47,977.53,0,Boiled Breakfast Vegan,Breakfast,Vegan,Boiled
28.71,0,82.05,1.99,20.72,2.98,152,1,2,6,340.67,136.39,90.9,2163,1,1754.5,408.5,0,Steamed Dinner Low-Carb,Dinner,Low-Carb,Steamed
38.89,0,81.96,1.75,26.76,3.0,69,3,3,2,242.94,97.4,64.32,2300,1,1742.4,557.6,0,Fried Snack Paleo,Snack,Paleo,Fried
23.36,1,57.73,1.72,19.51,3.0,37,2,1,1,180.25,72.18,48.07,1647,1,1519.26,127.74,0,Boiled Lunch Keto,Lunch,Keto,Boiled
53.88,1,78.3,1.9,21.69,4.01,75,0,3,3,387.8,155.22,102.95,2141,0,714.1,1426.9,0,Grilled Breakfast Paleo,Breakfast,Paleo,Grilled
45.29,0,73.93,1.74,24.42,3.03,99,0,3,4,252.87,100.51,66.99,1827,3,848.89,978.11,0,Raw Breakfast Paleo,Breakfast,Paleo,Raw
36.5,1,69.98,1.72,23.65,3.02,80,1,2,3,256.23,102.61,68.93,1713,2,1610.54,102.46,0,Grilled Dinner Low-Carb,Dinner,Low-Carb,Grilled
58.82,0,59.96,1.76,19.36,3.0,113,2,5,4,201.25,80.65,54.03,1806,0,1788.8,17.2,0,Raw Lunch Vegetarian,Lunch,Vegetarian,Raw
31.0,0,48.95,1.51,21.47,3.01,16,2,4,0,229.21,90.95,61.1,1247,0,1294.78,-47.78,1,Baked Lunch Vegan,Lunch,Vegan,Baked
56.1,1,45.22,1.73,15.11,3.0,82,1,4,3,301.69,122.07,80.69,1312,0,730.4,581.6,0,Grilled Dinner Vegan,Dinner,Vegan,Grilled
41.29,1,76.36,1.79,23.83,2.99,98,0,2,4,292.75,115.91,77.96,2248,0,1356.98,891.02,0,Raw Breakfast Low-Carb,Breakfast,Low-Carb,Raw
25.86,0,54.25,1.66,19.69,3.02,101,0,5,4,215.19,86.32,57.31,1404,3,764.47,639.53,0,Raw Breakfast Vegetarian,Breakfast,Vegetarian,Raw
